road_id,tender_id,cons_month,cons_year,comp_month,comp_year,est_cost,act_cost,tender_details,tender_remarks
37,248,2,2012,3,2012,315619,315619,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
7,249,5,2012,10,2012,889015,1309201,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
45,250,10,2012,8,2013,220646,335152,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
32,251,9,2012,12,2012,114323,114323,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
38,252,10,2010,5,2011,589858,589858,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
46,253,7,1998,5,1999,903092,1011652,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
24,254,6,2011,7,2011,795026,795026,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
49,255,8,1998,9,1998,696548,696548,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
10,256,9,2019,3,2020,950646,950646,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
42,257,3,2019,4,2019,679723,1125993,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
21,258,4,2011,11,2011,199241,199241,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
16,259,11,2012,9,2013,970998,1191516,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
48,260,2,2011,0,2012,719782,954740,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
44,261,8,2012,2,2013,62208,96110,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
19,262,9,2010,12,2010,817518,895313,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
26,263,4,1998,9,1998,479857,695860,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
10,264,9,2012,12,2012,293066,436580,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
44,265,3,2010,11,2010,418162,418162,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
13,266,4,2012,2,2013,621549,621549,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
3,267,10,2019,0,2020,800541,800541,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
5,268,9,2011,12,2011,324139,324139,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
49,269,9,1998,12,1998,533678,701313,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
35,270,7,2012,5,2013,169313,203775,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
6,271,11,1999,9,2000,619546,619546,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
38,272,8,1998,6,1999,965236,1469538,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
3,273,8,2019,2,2020,290580,379185,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
19,274,9,1998,7,1999,568616,776323,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
29,275,6,2011,0,2012,688932,688932,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
27,276,8,1998,0,1999,474308,474308,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
33,277,9,1998,4,1999,64153,69592,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
30,278,3,1998,11,1998,149832,191499,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
24,279,6,1999,9,1999,83414,83414,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
29,280,6,1999,4,2000,85743,85743,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
42,281,4,2010,5,2010,865570,1356506,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
45,282,9,1999,4,2000,823809,823809,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
30,283,12,1999,6,2000,454763,454763,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
44,284,9,2019,10,2019,379162,379162,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
40,285,2,1998,7,1998,565328,565328,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
41,286,6,1999,0,2000,924186,924186,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
14,287,7,2012,8,2012,983952,1220303,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
13,288,12,2012,0,2013,499558,648920,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
8,289,11,2012,6,2013,117571,185990,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
7,290,3,1999,11,1999,539126,539126,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
34,291,10,2011,5,2012,690293,1043257,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
28,292,8,2012,0,2013,398663,398663,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
25,293,12,2010,4,2011,331397,516343,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
41,294,6,1999,1,2000,683054,683054,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
28,295,8,1998,11,1998,735669,735669,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
39,296,4,2012,7,2012,889302,889302,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
35,297,12,2019,6,2020,994317,994317,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
43,298,2,2012,0,2013,734271,734271,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
12,299,1,2019,4,2019,103070,129004,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
23,300,5,1998,10,1998,296040,303780,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
25,301,9,2012,1,2013,226193,231406,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
0,302,5,2010,6,2010,281565,281565,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
42,303,2,2012,10,2012,571167,571167,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
37,304,3,2010,1,2011,817608,1352795,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
43,305,5,1999,8,1999,649137,813246,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
2,306,9,2012,12,2012,966738,966738,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
5,307,12,2011,6,2012,819644,819644,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
1,308,12,1999,4,2000,293811,293811,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
47,309,5,1998,12,1998,335133,335133,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
36,310,1,2012,4,2012,662115,985023,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
31,311,9,1998,1,1999,851635,1376932,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
45,312,12,1999,10,2000,112591,112591,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
15,313,4,1999,5,1999,894827,894827,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
34,314,7,2012,12,2012,929116,1117029,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
40,315,10,2011,8,2012,828720,828720,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
20,316,2,2010,0,2011,673542,673542,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
36,317,12,1999,2,2000,191692,246494,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
29,318,2,2011,5,2011,454691,454691,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
33,319,3,1998,10,1998,413519,630647,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
47,320,10,1998,0,1999,123213,123213,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
24,321,1,2010,6,2010,978597,978597,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
1,322,6,1998,11,1998,129918,129918,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
17,323,7,1998,12,1998,745212,1159860,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
3,324,1,2012,8,2012,357880,544045,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
